Facility Number,Facility Name,Facility Type,Better Beginnings,Address,County,Director,Owner,Phone,Email Address,Website Address,Total Allowed Capacity,Voucher Participant,CACFP Facility,ABC Facility
29757,Bryant Pre-School-Bryant Elem,Child Care Center,Level 5,"1412 Woodland Dr, Bryant, AR, 72022-3065",Saline,Tisha Long,Bryant Public Schools,(501) 847-5650,tlong@bryantschools.org,bryantschools.org,189,TRUE,TRUE,TRUE
29728,SPRADLING ELEMENTARY PRESCHOOL,Child Care Center,Level 5,"4949 SPRADLING AVE, FORT SMITH, AR, 72904",Sebastian,Sarah Yancey,Ft. Smith Public Schools,(479) 783-8048,syancey@fortsmithschools.org,,68,TRUE,TRUE,TRUE
29662,Little Rock School District Early Childhood / Geyer Springs,Child Care Center,Level 5,"5240 Mabelvale Pike, Little Rock, AR, 72209",Pulaski,Charlotte Cornice,Little Rock School Board,(501) 447-4800,esther.jones@lrsd.org,,381,TRUE,FALSE,TRUE
29358,Marion ABC Pre-K,Child Care Center,Level 5,"1402 CRESTMERE, WEST MEMPHIS, AR, 72301",Crittenden,Danielle Coles,CROWLEY'S RIDGE EDUCATIONAL COOPERATIVE,(870) 735-4588,llester@crmail.k12.ar.us,,102,TRUE,FALSE,TRUE
29153,Bernice Young Elementary Pre-K,Child Care Center,Level 5,"301 PIPPIN APPLE CIR, SPRINGDALE, AR, 72762",Washington,Megan Rojo,Springdale Public Schools,(479) 750-8750,mrojo@sdale.org,www.sdale.org,40,TRUE,TRUE,TRUE
28962,George Washington Carver/Forrest Park/Greenville,Child Care Center,Level 5,"2501 West 10th, Pine Bluff, AR, 71603",Jefferson,Marcenia Peeples,Pine Bluff School District,(870) 543-4378,marceinia.peoples@pinebluffschools.org,,348,TRUE,FALSE,TRUE
28850,Sonora Elementary Pre-K,Child Care Center,Level 5,"20200 SONORA RD, SPRINGDALE, AR, 72764",Washington,Megan Rojo,Springdale Public Schools,(479) 750-8820,mrojo@sdale.org,www.sdale.org,40,TRUE,TRUE,TRUE
28848,Shaw Elementary Pre-K,Child Care Center,Level 5,"4337 GRIMSLEY RD, SPRINGDALE, AR, 72762",Benton,Megan Rojo,Springdale Public Schools,(479) 750-8898,mrojo@sdale.org,www.sdale.org,60,TRUE,TRUE,TRUE
28824,Carnall Elementary Preschool,Child Care Center,Level 5,"2524 S TULSA ST, FORT SMITH, AR, 72901",Sebastian,Janna Hindman,Ft. Smith Public Schools,(479) 646-3612,syancey@fortsmithschools.org,,61,TRUE,TRUE,TRUE
28702,The Sunny Patch,Licensed Child Care Family Home,Level 5,"4926 AR 7 N, Harrison, AR, 72601-8238",Boone,Julie Shatwell,Julie Shatwell,(870) 416-4183,missprissy_72601@yahoo.com,,10,TRUE,TRUE,FALSE
28547,The After School Program at Westwood Elementary,Child Care Center,Level 5,"1850 MCRAY AVE, SPRINGDALE, AR, 72762",Washington,Dawn Peckham,Jason Coates Enterprises LLC,(479) 750-8871,info@afterschoolprog.com,www.afterschoolprog.com,94,TRUE,TRUE,FALSE
28544,The After School Program at Sonora Elementary,Child Care Center,Level 5,"20200 SONORA RD, SPRINGDALE, AR, 72764",Washington,Dawn Peckham,Jason Coates Enterprises LLC,(479) 750-8820,info@afterschoolprog.com,www.afterschoolprog.com,120,TRUE,TRUE,FALSE
28541,The After School Program at Monitor Elementary,Child Care Center,Level 5,"3955 E MONITOR RD, SPRINGDALE, AR, 72764",Washington,Dawn Peckham,Jason Coates Enterprises LLC,(479) 750-8749,info@afterschoolprog.com,www.afterschoolprog.com,120,TRUE,TRUE,FALSE
28540,The After School Program at Early Childhood Center,Child Care Center,Level 5,"400 QUANDT AVE, SPRINGDALE, AR, 72764",Washington,Dawn Peckham,Jason Coates Enterprises LLC,(479) 750-8868,info@afterschoolprog.com,www.afterschoolprog.com,128,TRUE,TRUE,FALSE
28538,The After School Program at Harp Elementary,Child Care Center,Level 5,"2700 BUTTERFIELD COACH RD, SPRINGDALE, AR, 72764",Washington,Dawn Peckham,Jason Coates Enterprises LLC,(479) 750-8740,info@afterschoolprog.com,www.afterschoolprog.com,120,TRUE,TRUE,FALSE
28537,The After School Program at George Elementary,Child Care Center,Level 5,"2878 POWELL ST, SPRINGDALE, AR, 72764",Washington,Dawn Peckham,Jason Coates Enterprises LLC,(479) 750-8710,info@afterschoolprog.com,www.afterschoolprog.com,120,TRUE,TRUE,FALSE
28536,The After School Program at Elmdale Elementary,Child Care Center,Level 5,"420 N West End St, Springdale, AR, 72764-3002",Washington,Dawn Peckham,Jason Coates Enterprises LLC,(479) 750-8859,info@afterschoolprog.com,www.afterschoolprog.com,62,TRUE,TRUE,FALSE
28410,Ozark School District ABC Program,Child Care Center,Level 5,"700 N 12th St, Ozark, AR, 72949-2103",Franklin,Kara Burns,Ozark Public School,(479) 667-3021,kara.burns@ozarkhillbillies.org,,47,FALSE,FALSE,TRUE
28395,SNUGGLE BUG CAFE',Licensed Child Care Family Home,Level 5,"12 JETTA CIRCLE, CONWAY, AR, 72032",Faulkner,,Snuggle Bug Cafe,(479) 715-9277,snugglebugcafe2@gmail.com,,16,TRUE,TRUE,FALSE
28331,Center Valley-RSD Preschool,Child Care Center,Level 5,"5401 SR 124, Russellville, AR, 72802",Pope,Amy Billyard,Russellville School District,(479) 967-6025,jenny.barber@rsdk12.net,www.russellvilleschools.net,46,TRUE,TRUE,TRUE
28329,Oakland-RSD Preschool,Child Care Center,Level 5,"1501 S Detroit, Russellville, AR, 72801",Pope,Jessica Robison,Russellville School District,(479) 967-6025,jenny.barber@rsdk12.net,www.russellvilleschools.net,82,TRUE,TRUE,TRUE
28251,Two Rivers Preschool Program,Child Care Center,Level 5,"120 N Washington Ave, Plainview, AR, 72857",Yell,Hope Fowler,Two Rivers School District,(479) 272-3127,fowlerh@trgators.org,,143,FALSE,TRUE,TRUE
28179,GOSNELL ELEMENTARY ABC,Child Care Center,Level 5,"603 STATE HWY 181, GOSNELL, AR, 72315",Mississippi,Lisa Ballard,CROWLEY'S RIDGE EDUCATIONAL COOPERATIVE,(870) 523-4007,scoburn@crmail.k12.ar.us,,122,TRUE,FALSE,TRUE
27421,SALLIE CONE PRESCHOOL,Child Care Center,Level 5,"125 Center St, Conway, AR, 72034-6462",Faulkner,Heather Leavell,Conway Public Schools,(501) 450-6693,leavellh@conwayschools.info,www.conwayschools.org,335,TRUE,TRUE,TRUE
27294,Barling Elementary Preschool,Child Care Center,Level 5,"1400 D St, Barling, AR, 72923-2444",Sebastian,Sarah Yancey,Ft. Smith Public Schools,(479) 452-0211,syancey@fortsmithschools.org,,60,TRUE,TRUE,TRUE
27275,Little Rock School District Fulbright Elementary Pre-K,Child Care Center,Level 5,"300 Pleasant Valley Dr, Little Rock, AR, 72212-3158",Pulaski,Andreia Crawford,Little Rock School Board,(501) 447-7360,esther.jones@lrsd.org,,65,TRUE,FALSE,TRUE
27249,Marked Tree Elementary ABC,Child Care Center,Level 5,"703 NORMANDY STREET, MARKED TREE, AR, 72365",Poinsett,Dorothy Lester,CROWLEY'S RIDGE EDUCATIONAL COOPERATIVE,(870) 358-2214,aaustin@crmail.k12.ar.us,,70,TRUE,FALSE,TRUE
27233,Jellybean Junction Preschool,Child Care Center,Level 5,"849 N Gabbert Street, Monticello, AR, 71655",Drew,Beth Calhoun,Jellybean Junction Preschool Inc.,(870) 367-3014,bethcalhoun@jellybeanjunctionpreschool.com,,82,TRUE,TRUE,TRUE
27231,Horatio Preschool,Child Care Center,Level 5,"205 Isbell Street, Horatio, AR, 71842",Sevier,Amanda Culp,Dequeen Mena Educational Cooperative,(870) 832-3753,amanda.culp@dmesc.org,,40,FALSE,TRUE,TRUE
26833,HAMPTON EARLY HEAD START CENTER,Child Care Center,Level 5,"523 East Main St, HAMPTON, AR, 71744",Calhoun,Amy Hurst,Families And Children Together Inc.,(870) 798-3004,amy.hurst@fact-inc.com,,17,FALSE,TRUE,FALSE
26617,Tucker Pre-K Center,Child Care Center,Level 5,"121 School Ave, Lowell, AR, 72745-9611",Benton,Brandi Brooks,Rogers Public School,(479) 631-3571,brandi.brooks@rpsar.net,,240,TRUE,TRUE,TRUE
26593,Star City ABC,Child Care Center,Level 5,"616 E Arkansas St, Star City, AR, 71667-4842",Lincoln,Connie Miles,Star City School District,(866) 446-3647,janice.maroney@starcityschools.org,,75,FALSE,FALSE,TRUE
26519,Malvern/Dawson CO-OP ABC,Child Care Center,Level 5,"1807 West Moline Street, Malvern, AR, 72104",Hot Spring,Tammy Boyette,Dawson Education Service Co-op,(870) 260-2262,shastap@dawsonesc.com,,80,TRUE,TRUE,TRUE
26495,Lamar Elementary School,Child Care Center,Level 5,"301 Elberta St, Lamar, AR, 72846",Johnson,Mike McCarley,Lamar Public Schools,(479) 885-3363,mike.mccarley@lamarwarriors.org,lamarwarriors.org,74,FALSE,TRUE,TRUE
26049,Morrilton Primary ABC,Child Care Center,Level 5,"410 S Bridge St, Morrilton, AR, 72110-3602",Conway,Brenda Benson,SOUTH CONWAY COUNTY SCHOOL DISTRICT,(501) 354-9423,brenda.benson@sccsd.org,www.sccsd.org,189,FALSE,FALSE,TRUE
25895,County Line Pre K,Child Care Center,Level 5,"12092 W State Hwy 22, Branch, AR, 72928-9000",Franklin,Windi Acord,County Line Public Schools,(479) 635-4701,aturner@countylineindians.org,,20,FALSE,FALSE,TRUE
25813,PRE-K Lawson Elementary,Child Care Center,Level 5,"19901 Lawson Road, Little Rock, AR, 72210",Pulaski,Nikki Stolzer,Pulaski County Special School District,(501) 821-7000,nstolzer3086@pcssd.org,www.prssd.org,40,FALSE,FALSE,TRUE
25588,Tennie Russell Primary School,Child Care Center,Level 5,"1110 Bella Vista Rd, Bentonville, AR, 72712-4253",Benton,Lori Passmore,BENTONVILLE SCHOOL DIST 6,(479) 696-3775,lpassmore@bentonvillek12.org,,259,TRUE,TRUE,TRUE
25586,Lincoln Elementary School Pre-k,Child Care Center,Level 5,"613 COUNTY AVENUE, LINCOLN, AR, 72744",Washington,Director: Jennifer Gage,Lincoln Consolidated Public Schools,(479) 824-7350,jgage@lincoln.k12.ar.us,,68,TRUE,FALSE,TRUE
25348,Charleston First Step,Child Care Center,Level 5,"11 Dale Bumpers Dr, Charleston, AR, 72933",Franklin,Misty McKenzie,Charleston Public Schools,(479) 965-2460,mmckenzie@tigersmail.org,,46,TRUE,FALSE,TRUE
25328,ASU ABC WYNNE ODELL MCCALLUM CENTER,Child Care Center,Level 5,"325 MAGNOLIA ST, WYNNE, AR, 72396",Cross,Shirley Wilson,ARKANSAS STATE UNIVERSITY,(870) 208-8725,swilson@astate.edu,,59,TRUE,TRUE,TRUE
25324,WALDRON ABC PROGRAM,Child Care Center,Level 5,"574 Cedar St, Waldron, AR, 72958-7101",Scott,Angel Cabe,Waldron School District,(479) 637-2720,walker.ryan@waldronsd.org,,188,TRUE,FALSE,TRUE
25308,Fairview Elementary Preschool,Child Care Center,Level 5,"2400 S DALLAS ST, FORT SMITH, AR, 72901",Sebastian,Sarah Yancey,Ft. Smith Public Schools,(479) 783-3214,syancey@fortsmithschools.org,,70,TRUE,TRUE,TRUE
25248,The Pre-K at Leverett,Child Care Center,Level 5,"1124 W CLEVELAND ST, FAYETTEVILLE, AR, 72701",Washington,Kathleen Hale,Fayetteville School District,(479) 444-3077,sarah.jewell@fayar.net,www.fayar.net,28,FALSE,TRUE,TRUE
25245,The Pre-K at Butterfield Trail,Child Care Center,Level 5,"3050 Old Missouri Rd, Fayetteville, AR, 72703-4413",Washington,Sarah Jewell,Fayetteville School District,(479) 445-1238,sarah.jewell@fayar.net,www.fayar.net,20,FALSE,TRUE,TRUE
25243,Cabot Public Schools Pre-K,Child Care Center,Level 5,"36 Pond Street, Cabot, AR, 72023",Lonoke,Suzie Kelley,Cabot Public Schools,(501) 743-3564,eva.zweifel@cps.k12.ar.us,http://cabot.k12.ar.us,100,TRUE,TRUE,TRUE
25225,COTTER ABC PRESCHOOL,Child Care Center,Level 5,"210 Lucille Street, Cotter, AR, 72626",Baxter,Amber King,O.U.R. Cooperative,(870) 302-3100,clambe@oursc.k12.ar.us,,62,TRUE,TRUE,TRUE
25111,Des Arc Preschool,Child Care Center,Level 5,"601 Main St, Des Arc, AR, 72040",Prairie,Marie (Beth) Calhoun,Des Arc Public School,(870) 256-1118,calhounb@desarcschools.org,,25,TRUE,FALSE,TRUE
24959,Walker Pre-kindergarten Center,Child Care Center,Level 5,"655 Highway 79 South, Magnolia, AR, 71753",Columbia,Natasha Coleman,Magnolia Public Schools,(870) 234-5654,natasha.coleman@magnoliaschools.net,,162,FALSE,FALSE,TRUE
24953,DAWSON CO-OP/JESSIEVILLE,Child Care Center,Level 5,"7900 N HIGHWAY 7, JESSIEVILLE, AR, 71949",Garland,Tammy Boyette,Dawson Education Service Co-op,(501) 984-4223,shastap@dawsonesc.com,www.dawson.dsc.k12.ar.us,40,TRUE,TRUE,TRUE
24918,ATKINS ABC,Child Care Center,Level 5,"307 N Church St, Atkins, AR, 72823-4112",Pope,Tanya Harvill,Atkins Public School,(479) 641-2364,tanya.harvill@atkinsschools.org,,40,FALSE,FALSE,TRUE
24908,Growing Gods Kingdom,Child Care Center,Level 5,"599 N CENTENNIAL, WEST FORK, AR, 72774",Washington,Connie Blew,Growing Gods Kingdom Inc,(479) 839-8542,ggkprek@gmail.com,,155,TRUE,TRUE,TRUE
24854,ABC Children's Academy At Dardanelle Site 2,Child Care Center,Level 5,"1309 N 2nd St, Dardanelle, AR, 72834",Yell,Barbara Pierce,Abc Childrens Academy And Developmental Center Inc,(479) 229-4186,dana.warren@myabcca.com,,113,TRUE,TRUE,TRUE
24542,Berryville Preschool,Child Care Center,Level 5,"902 West Freeman, Berryville, AR, 72616",Carroll,Tasha Hutchinson,O.U.R. Cooperative,(870) 302-3100,clambe@oursc.k12.ar.us,,121,TRUE,TRUE,TRUE
24109,Strong ABC Center,Child Care Center,Level 5,"735 South Concord, Strong, AR, 71765",Union,Jennifer Fife,Families And Children Together Inc.,(870) 797-2416,ruth.white@fact-inc.com,,20,FALSE,TRUE,TRUE
23971,DANVILLE ABC PROGRAM,Child Care Center,Level 5,"1501 E 8th ST, DANVILLE, AR, 72833",Yell,Kenya Soto,Danville Public School,(479) 495-4838,sotok@dps-littlejohns.net,,40,FALSE,FALSE,TRUE
23853,His Little Lambs,Licensed Child Care Family Home,Level 5,"4973 AR-103, Clarksville, AR, 72830",Johnson,,Teresa Ritchie,(479) 754-0310,hislittlelambs462@gmail.com,,10,TRUE,TRUE,FALSE
23561,Park Avenue Elementary Pre-k,Child Care Center,Level 5,"1202 South Park Avenue, Stuttgart, AR, 72160",Arkansas,Julie Dyer,Stuttgart School District,(870) 673-3563,mables@stuttgartschools.org,,80,FALSE,TRUE,TRUE
23491,Mt. Judea ABC Preschool,Child Care Center,Level 5,"Hwy 123, Mt Judea Public School, Mount Judea, AR, 72655",Newton,Jodi Moenning,O.U.R. Cooperative,(870) 302-3100,clambe@oursc.k12.ar.us,,26,TRUE,TRUE,TRUE
23447,GREENBRIER ABC EASTSIDE PRESCHOOL,Child Care Center,Level 5,"61 Glenn Ln, Greenbrier, AR, 72058-9248",Faulkner,Angela Betancourt,Greenbrier Public Schools,(501) 679-1028,betancourta@greenbrierschools.org,,42,TRUE,FALSE,TRUE
23436,ODEN PRESCHOOL,Child Care Center,Level 5,"135 SCHOOL DRIVE, Oden, AR, 71961",Montgomery,Kimberly Gray,Dequeen Mena Educational Cooperative,(870) 784-0804,diana.hicks@dmesc.org,,20,FALSE,TRUE,TRUE
23252,PARTEE PRESCHOOL,Child Care Center,Level 5,"400 W Lynn St, Brinkley, AR, 72021-3405",Monroe,Kaneisha Austin,BRINKLEY PUBLIC SCHOOLS,(870) 734-5123,kaustin@btigers.org,,42,FALSE,FALSE,TRUE
23211,Emmanuel Covenant Community Development Corporation,Child Care Center,Level 5,"6012 General Samuels Road, Jacksonville, AR, 72076",Pulaski,LaShan Hall,Emmanuel Covenant Community Development,(501) 834-3610,emmanuellearningctr@yahoo.com,,91,TRUE,TRUE,TRUE
23028,Bayyari Elementary Pre-K,Child Care Center,Level 5,"2199 SCOTTSDALE AVE, SPRINGDALE, AR, 72764",Washington,Brandy Wolfenbarger,Springdale Public Schools,(479) 750-8760,mrojo@sdale.org,www.sdale.org,40,TRUE,TRUE,TRUE
22796,Jones Elementary Pre-K,Child Care Center,Level 5,"900 S POWELL ST, SPRINGDALE, AR, 72764",Washington,Megan Rojo,Springdale Public Schools,(479) 750-8865,mrojo@sdale.org,www.sdale.org,40,TRUE,TRUE,TRUE
22768,Clinton ABC For School Success Preschool,Child Care Center,Level 5,"237 Walker Street, Clinton, AR, 72031",Van Buren,April Hagans,Clinton School Dist.,(501) 745-6014,hagansa@clintonsd.org,,229,TRUE,FALSE,TRUE
22642,Drew Central ABC Pre-Kindergarten,Child Care Center,Level 5,"250 University DR, Monticello, AR, 71655",Drew,Deborah West,Drew Central School District,(870) 412-0022,deborah.west@pirates.drewcentral.org,,90,TRUE,FALSE,TRUE
22600,CROWLEY'S RIDGE EDUCATIONAL COOPERATIVE-CARAWAY,Child Care Center,Level 5,"502 WEST STATE STREET, CARAWAY, AR, 72419",Craighead,Sharla Wilkinson,CROWLEY'S RIDGE EDUCATIONAL COOPERATIVE,(870) 408-1260,swilkinson@crmail.k12.ar.us,,38,TRUE,FALSE,TRUE
21174,Landmark Elementary School,Child Care Center,Level 5,"16712 Arch Street Pike, Little Rock, AR, 72206",Pulaski,Nikki Stolzer,Pulaski County Special School District,(501) 888-8790,nstolzer3086@pcssd.org,,83,FALSE,TRUE,TRUE
16765,LITTLE RED SCHOOL HOUSE,Child Care Center,Level 5,"7349 School St., VALLEY SPRINGS, AR, 72682",Boone,Rebecca White,O.U.R. Cooperative,(870) 302-3100,clambe@oursc.k12.ar.us,,50,TRUE,TRUE,TRUE
16577,CLARENDON ABC PRE-KINDERGARTEN,Child Care Center,Level 5,"800 MONROE ST, CLARENDON, AR, 72029",Monroe,Toshia Smith,CLARENDON Public Schools,(870) 468-6340,smitht@lions.grsc.k12.ar.us,,68,FALSE,FALSE,TRUE
16238,BATESVILLE EARLY EAST HEAD START,Child Care Center,Level 5,"625 18th STREET, BATESVILLE, AR, 72501",Independence,Jamie Burnett,NADC INC.,(870) 698-9127,mthorne@nadcinc.org,,16,TRUE,TRUE,FALSE
15850,WESTSIDE WARRIORS PRESCHOOL CENTER,Child Care Center,Level 5,"1834 HIGHWAY 91 WEST, PRESCHOOL CENTER, JONESBORO, AR, 72404",Craighead,Breigh Earnhart,Westside Consolidated School District,(870) 268-9888,bearnhart@westsideschools.org,,80,TRUE,TRUE,TRUE
15486,MARMADUKE EARLY CHILDHOOD CENTER,Child Care Center,Level 5,"1010 Greyhound Dr, Marmaduke, AR, 72443-9686",Greene,Lorie Long,MARMADUKE SCHOOL DISTRICT,(870) 597-4328,hlittle@marmadukeschool.com,,132,TRUE,FALSE,TRUE
15301,Stephens Elementary,Child Care Center,Level 5,"3700 West 18th Street, Little Rock, AR, 72204",Pulaski,Esther Jones,Little Rock School Board,(501) 447-6402,esther.jones@lrsd.org,esther.jones@lrsd.org,78,TRUE,TRUE,TRUE
15226,Mcgehee Preschool,Child Care Center,Level 5,"409 Oak Street, Mc Gehee, AR, 71654",Desha,Andrea Baker,Mcgehee Public School,(870) 222-5400,andrea.baker@mcgeheeschools.org,,78,FALSE,FALSE,TRUE
15064,O.U.R BERGMAN,Child Care Center,Level 5,"8949 HIGHWAY 7 N, HARRISON, AR, 72601",Boone,Mindy Lovelace,O.U.R. Cooperative,(870) 741-1414,clambe@oursc.k12.ar.us,,96,TRUE,TRUE,TRUE
15054,Langston Aerospace Magnet Preschool,Child Care Center,Level 5,"300 Silver Street, Hot Springs, AR, 71901",Garland,Kyria Wilson,Hot Springs School District,(501) 620-7821,gibbsc@hssd.net,,31,FALSE,FALSE,TRUE
14958,HERMITAGE PRE-K CENTER,Child Care Center,Level 5,"312 N SCHOOL DR, HERMITAGE, AR, 71647",Bradley,Jade Huitt,Hermitage Public School,(870) 463-2299,jade.huitt@hermitageschools.org,,58,FALSE,FALSE,TRUE
14923,BRADFORD SCHOOL DAY CARE,Child Care Center,Level 5,"504 WEST MAIN STREET, BRADFORD, AR, 72020",White,Laura Prickett,BRADFORD PUBLIC SCHOOL,(501) 344-8479,lprickett@bradford.k12.ar.us,bradford.k12.ar.us,70,FALSE,FALSE,TRUE
14626,HUGS PRESCHOOL,Child Care Center,Level 5,"300 N Grand Ave, Belleville, AR, 72824-5000",Yell,Lori George,Western Yell Co. School,(479) 493-4118,blandsh@wycschools.com,,51,FALSE,TRUE,TRUE
14543,Forest Park Elementary,Child Care Center,Level 5,"1600 North Tyler, Little Rock, AR, 72207",Pulaski,Esther Jones,Little Rock School Board,(501) 671-6267,andreia.crawford@lrsd.org,,43,TRUE,TRUE,TRUE
12009,Mother Goose,Child Care Center,Level 5,"239 Swanigan ST, Eudora, AR, 71640",Chicot,Carolyn Terry,Dennis Butler,(870) 355-8565,verlinbutler@sbcglobal.net,,61,TRUE,TRUE,TRUE
11605,OPEN ARMS LEARNING CENTER INC.,Child Care Center,Level 5,"222 E Wade St, Mountain Home, AR, 72653-5435",Baxter,Jarret Wilson,Open Arms Learning Center Inc.,(870) 424-5758,openarmsabc@yahoo.com,,126,TRUE,TRUE,TRUE
11262,EVENING SHADE EARLY HEAD START,Child Care Center,Level 5,"200 SCHOOL DRIVE, PO BOX 24, EVENING SHADE, AR, 72532",Sharp,Jamie Burnett,NADC INC.,(870) 266-3460,jburnett@nadcinc.org,,10,TRUE,TRUE,FALSE
10956,Chicot Elementary Pre-k Program,Child Care Center,Level 5,"11100 Chicot Road, Mabelvale, AR, 72103",Pulaski,Esther Jones,Little Rock School Board,(501) 447-4103,esther.jones@lrsd.org,,438,TRUE,TRUE,TRUE
10492,O.U.R Childrens Center,Child Care Center,Level 5,"4044 HIGHWAY 7 S, B, HARRISON, AR, 72601",Boone,Larue Payne,O.U.R. Cooperative,(870) 302-3100,lannab@oursc.k12.ar.us,,58,TRUE,TRUE,FALSE
10465,Foreman Preschool,Child Care Center,Level 5,"610 Rocky Comfort Rd, Foreman, AR, 71836",Little River,Ruthie Henderson,Dequeen Mena Educational Cooperative,(870) 542-7809,diana.hicks@dmesc.org,,60,FALSE,TRUE,TRUE
10407,Nashville Preschool,Child Care Center,Level 5,"410 N 6th St, Nashville, AR, 71852-4403",Howard,Anne Reel,Dequeen Mena Educational Cooperative,(870) 845-1820,linzi.wallis@dmesc.org,,181,FALSE,TRUE,TRUE
8551,Dumas Preschool,Child Care Center,Level 5,"709 South Cherry Street, Dumas, AR, 71639",Desha,Julie Moore,Dumas School District,(870) 382-4571,julie.moore@dumask12.org,,40,FALSE,FALSE,TRUE
7655,Romine Early Childhood Pre-k,Child Care Center,Level 5,"3400 Romine Road, Little Rock, AR, 72204",Pulaski,Esther Jones,Little Rock School Board,(501) 447-6300,esther.jones@lrsd.org,,270,TRUE,TRUE,TRUE
7579,Boone Park Elementary Pre-k Program,Child Care Center,Level 5,"1400 Crutcher Street, North Little Rock, AR, 72114",Pulaski,Pamela Criss,North Little Rock School District,(501) 340-5160,crissp@nlrsd.org,,66,TRUE,TRUE,TRUE
6550,Oak Grove Elementary School,Child Care Center,Level 5,"5703 Oak Grove Road, North Little Rock, AR, 72118",Pulaski,Nikki Stolzer,Pulaski County Special School District,(501) 851-5370,nstolzer3086@pcssd.org,,69,FALSE,TRUE,TRUE
2001,Fair Park Elementary Pre-k,Child Care Center,Level 5,"616 North Harrison Street, Little Rock, AR, 72205",Pulaski,Judy Milam,Little Rock School Board,(501) 447-4400,esther.jones@lrsd.org,,220,TRUE,TRUE,TRUE
50621,The ASP Early Childhood Academy,Child Care Center,Level 4,"519 Latham Drive, Lowell, AR, 72745",Benton,Tarsy Beyer,"Jason Coates Enterprises, LLC",(479) 756-5077,info@aspacademy.org,,643,TRUE,FALSE,FALSE
