Provider Name,Permit Type,Permit Number,Operator,Facility Type,Street,City,State,Zip,County,Phone,ABC Level,Last ABC Inspection Date,Capacity,Head Start,First Steps,Breastfeeding Friendly,Sleep Safe
Aspire Early Learning Academy,License,23474,Regina Nicole Woodard,Child Care Center,1103 B. Avenue,WEST COLUMBIA,SC,29169,Lexington,(803)-834-4976,B+,03/18/2024,20,False,False,False,False
ATM Daycare Center,License,23208,Monica Moss,Child Care Center,9340 A Hwy. 90,LONGS,SC,29568,Horry,(843)-734-0270,B+,11/14/2023,77,False,True,False,False
Barbara Lee Campbell,Registration,10158,Barbara Campbell Lee,Family Child Care Home,115 Allen Street,MC COLL,SC,29570,Marlboro,(843)-523-7720,B+,01/14/2025,6,False,False,False,False
Beacon of Hope Learning and Enrichment Center,License,24055,Andrea Rivers-Brown,Child Care Center,11332 North Jacob Smart Blvd,Ridgeland,SC,29936,Jasper,(843)-717-3714,B+,01/14/2020,57,False,False,False,False
Berkeley Elementary Head Start,Approval,25584,Ginger McCoy,Child Care Center,715 Highway 6,MONCKS CORNER,SC,29461,Berkeley,(843)-899-8860,B+,10/30/2023,60,False,False,False,False
Betty's Tots,License,17452,Cathy White Mays,Child Care Center,1303 Rivers Street,WALTERBORO,SC,29488,Colleton,(843)-549-5903,B+,01/29/2024,25,False,False,False,False
Big Blue Marble Academy-03,License,24808,Angela Rush,Child Care Center,119 Smith Street,Leesville,SC,29070,Lexington,(803)-532-4671,B+,04/17/2024,108,False,True,False,False
Big Blue Marble Academy-05,License,24818,Rabrisha Douglas,Child Care Center,"1201 Springfield Road ",BOILING SPRINGS,SC,29316,Spartanburg,(864)-578-8717,B+,06/28/2022,164,False,False,False,False
Bishopville Lee Child Care Center,License,14905,Lillie M Patterson,Child Care Center,118 East College Street,BISHOPVILLE,SC,29010,Lee,(803)-484-6800,B+,07/25/2024,120,False,True,False,False
Brookland Academy Child Development Center,License,17950,Jennifer McConnell,Child Care Center,1054 Sunset Blvd,WEST COLUMBIA,SC,29169,Lexington,(803)-744-7918,B+,09/02/2022,379,False,True,False,False
Busy Bee's Childcare & Preschool,License,24991,Chasity Nicole Williams,Child Care Center,401 W. Martintown Rd. Suite 140,NORTH AUGUSTA,SC,29841,Aiken,(803)-599-7631,B+,09/30/2021,77,False,True,False,False
Cadence Academy,License,18187,Deborah J Button,Child Care Center,1540 Old Trolley Road,SUMMERVILLE,SC,29485,Dorchester,(843)-832-1883,B+,10/08/2024,233,False,False,False,False
Carolina Forest Child Development and Learning Center,License,23142,Dale M Helms,Child Care Center,214 Ronnie Court,MYRTLE BEACH,SC,29579,Horry,(843)-236-1234,B+,12/08/2023,165,False,True,False,False
Carousel Of Learning,License,25322,"Alicia Sue Shock, Sue Tennis",Child Care Center,138 Rosemond Street,PICKENS,SC,29671,Pickens,(864)-878-1338,B+,07/31/2019,163,False,False,False,False
Carver Elementary,Not Licensed (Exempt),,Beverly Woods,Exempt,515 N Cashua Dr,Florence,SC,29501,Florence,(843) 664-8156,B+,03/15/2024,0,False,False,False,False
Children's Keeper Learning Center,License,23780,Debra Scott,Child Care Center,147 Cemetary Road,Varnville,SC,29944,Hampton,(803)-914-0008,B+,04/29/2024,67,False,True,False,False
Circle of Friends,Approval,774,Kristina Mary Oh Mack,Child Care Center,6 Dunean Street,GREENVILLE,SC,29611,Greenville,(864)-467-3882,B+,04/03/2024,49,False,True,False,True
Clinton Family Ymca,Not Licensed (Exempt),,Sanita Luke,Exempt,108 Ymca Drive,Clinton,SC,29325,Laurens,(864) 938-4822,B+,04/14/2023,0,False,False,False,False
Clover Head Start,Approval,22608,Kathy M Easter,Child Care Center,300 Clinton Ave.,CLOVER,SC,29710,York,(803)-222-0736,B+,09/02/2022,21,True,False,False,False
Clyburn Early Childhood Center,License,25770,Shirley Reed,Child Care Center,100 S Hampton Street,KERSHAW,SC,29067,Lancaster,(803)-475-9535,B+,02/21/2024,67,False,True,False,False
"Colleton County Academy Child Care Center, LLC",License,26124,Keshia Edwards,Child Care Center,229 Gruber St.,WALTERBORO,SC,29488,Colleton,(843)-782-3392,B+,03/12/2024,119,False,False,False,False
Creme de la Creme School of Carolina Park,License,25908,Jacob Matthew Guy,Child Care Center,1251 Carolina Park Blvd,MOUNT PLEASANT,SC,29466,Charleston,(843)-860-1154,B+,04/17/2024,374,False,False,False,False
Delphina Gordon,Registration,23178,"Delphina Gordon ",Family Child Care Home,1470 Woods St,SUMTER,SC,29153,Sumter,(803)-495-3773,B+,11/22/2024,6,False,False,False,False
Donna Jackson,License,17860,"Donna Jackson ",Group Child Care Home,4901 Monticello Road,Columbia,SC,29203,Richland,(803)-714-0269,B+,10/13/2023,12,False,False,False,False
Dr Eugene Sires Elementary,Not Licensed (Exempt),,Elizabeth Heise,Exempt,301 Chandler Creek Rd,Summerville,SC,29485,Dorchester,(843) 695-5217,B+,04/11/2024,0,False,False,False,False
Eagle Academy,License,23861,Joyce Stacey,Child Care Center,321 Hampton Street,CHESNEE,SC,29323,Cherokee,(864)-461-5000,B+,05/18/2022,99,False,True,False,False
Early Learning Center CDC,Approval,23028,Samantha Dodd-Rice,Child Care Center,301 Crescent Ave,SPARTANBURG,SC,29306,Spartanburg,(864)-596-8448,B+,08/17/2022,138,False,False,False,False
Eastside Community Learning Center,License,18593,Brenda Miller,Child Care Center,2094 Fernwood/Glendale Road,SPARTANBURG,SC,29307,Spartanburg,(864)-529-0015,B+,07/22/2022,48,False,False,False,False
Edgefield County Learning Center,Approval,931,Latanya L Jones,Child Care Center,141 Samuel E. Diggs Road,TRENTON,SC,29847,Edgefield,(803)-275-4060,B+,03/10/2022,258,True,False,False,False
Ethel Deloris Mack,Registration,9896,Ethel Mack Deloris,Family Child Care Home,4919 Ritter Road,Walterboro,SC,29488,Colleton,(843)-893-3415,B+,09/24/2024,6,False,False,False,False
Eunique Johnson,License,25981,"Eunique Johnson ",Family Child Care Home,101 Red Leaf Blvd,MONCKS CORNER,SC,29461,Berkeley,(843)-543-2723,B+,02/20/2025,5,False,False,False,False
Felicia Kinney,Registration,25423,"Felicia Kinney ",Family Child Care Home,1970 Old Orangeburg Road,LEXINGTON,SC,29073,Lexington,(803)-851-3562,B+,03/18/2025,6,False,False,False,False
Gail and Terry Richardson Center for the Child,Approval,21675,Melissa Ward,Child Care Center,524 Francis Marion Road,FLORENCE,SC,29506,Florence,(843)-661-1630,B+,01/23/2024,189,False,False,False,False
Gracie Mcleod,License,23854,"Gracie Mcleod ",Family Child Care Home,200 E. Redbud Lane,FLORENCE,SC,29505,Florence,(843)-669-0173,B+,02/19/2025,6,False,False,False,False
H E Bonner Elementary Head Start,Approval,24151,Melissa Willis,Child Care Center,171 Macedonia Foxes Circle,MONCKS CORNER,SC,29461,Berkeley,(843)-899-8950,B+,09/06/2023,60,True,False,False,False
Hampton Early Learning Center,License,24777,Abe'Brianna Ti'Yana Hamilton,Child Care Center,103 First Street,Hampton,SC,29924,Hampton,(803)-914-0755,B+,02/22/2024,83,False,True,False,False
Harleyville Elementary Head Start,Approval,18278,Kaeisha S Middleton,Child Care Center,1650 East Main St.,DORCHESTER,SC,29437,Dorchester,(843)-462-2470,B+,09/12/2023,20,True,False,False,False
Harmony School,License,15720,Laura Lynne West,Child Care Center,3737 Covenant Road,Columbia,SC,29204,Richland,(803)-787-1899,B+,06/12/2024,40,False,False,False,False
Hi-Ideals Mini School,License,26118,Demetrice Williams,Child Care Center,2233 Leaphart Road,WEST COLUMBIA,SC,29169,Lexington,(803)-739-1654,B+,10/29/2024,64,False,False,False,False
Hobbit Hill Academy at Shell Point,License,26175,Laurie Woods,Child Care Center,921 Magnolia Bluff Cir,BEAUFORT,SC,29902,Beaufort,(843)-525-1731,B+,,66,False,False,False,False
Iris Davis,License,24971,"Iris Davis ",Family Child Care Home,1560 Rabon Farms Lane,COLUMBIA,SC,29223,Richland,(843)-714-1471,B+,06/28/2024,5,False,False,False,False
Janet Owens,Registration,25859,"Janet Owens ",Family Child Care Home,217 Kernow Lane,PIEDMONT,SC,29673,Greenville,(864)-520-4475,B+,01/23/2024,6,False,False,False,False
Joseph Pye Elementary,Not Licensed (Exempt),,Serena Nunez,Exempt,9701 Patriot Blvd,Ladson,SC,29456,Dorchester,(843) 695-2982,B+,08/26/2024,0,False,False,False,False
Joseph S. Shanklin Head Start,Approval,24067,Gloria Johnson,Child Care Center,121 Morrall Drive,BEAUFORT,SC,29906,Beaufort,(843)-255-7233,B+,01/11/2024,40,True,False,False,False
Joyce J Smith,Registration,22932,Joyce Smith J,Family Child Care Home,103 Chadwick Rd.,ANDERSON,SC,29621,Anderson,(864)-224-0273,B+,02/21/2025,6,False,False,False,False
Kids Corner Early Learning Academy LLC,License,22267,Connie Williams,Child Care Center,1811 South Irby Street #106,FLORENCE,SC,29505,Florence,(843)-679-1977,B+,01/11/2024,40,False,True,False,False
Kids First Child Development Center,License,16841,"Cynthia Rollins, Amanda Howett",Child Care Center,"153 Fosters Grove Road ",CHESNEE,SC,29323,Spartanburg,(864)-814-5333,B+,08/19/2022,141,False,True,False,False
"Kingdom Kids II ",License,21280,Arleatha D Simpson,Child Care Center,10014_B Two Notch Road,COLUMBIA,SC,29223,Richland,(803)-788-9814,B+,04/18/2022,158,False,True,False,False
La Petite Academy,License,12838,Jessica Rochelle Ambush,Child Care Center,1664 Old Trolley Road,SUMMERVILLE,SC,29485,Dorchester,(843)-875-1230,B+,09/01/2022,173,False,True,False,False
Lakiesha Barkers,Registration,25652,"Lakiesha Barkers ",Family Child Care Home,908 Plyler Lane,COLUMBIA,SC,29229,Richland,(803)-269-4557,B+,07/11/2024,5,False,False,False,False
Lexington Medical Center Child Development Center,License,18242,"Cynthia Moore, Sandra Jo Haywood",Child Care Center,430 Hulon Lane,WEST COLUMBIA,SC,29169,Lexington,(803)-791-2339,B+,03/21/2024,302,False,False,False,False
Life House Child Enrichment Station,License,23781,Marie Williams,Child Care Center,36 Faith Station,Beaufort,SC,29906,Beaufort,(843)-644-9600,B+,03/01/2022,385,False,False,False,False
Lil' Angels Child Development Center,License,17663,Katie R Dow,Child Care Center,1408 McRae Road,CAMDEN,SC,29020,Kershaw,(803)-432-9516,B+,03/11/2022,35,False,True,False,False
Limitless Pediatric Solutions,License,25097,Janine Namdar,Child Care Center,4 Oliver Court Suite 105,BLUFFTON,SC,29910,Beaufort,(843)-706-9367,B+,04/13/2022,40,False,True,False,False
"Little Folks of Fourth ",License,17670,Shannon Lynn Cain,Child Care Center,703 E. Washington Street,GREENVILLE,SC,29601,Greenville,(864)-232-8550,B+,05/08/2024,80,False,False,False,False
Little Miracles Child Development Center,License,15898,"Angela Nicole Turner, Darla Catherine Carroll",Child Care Center,173 Mayo Road,COWPENS,SC,29368,Spartanburg,(864)-461-3298,B+,08/19/2022,58,False,False,False,False
Love House Learning Academ,Not Licensed (Exempt),,Theresa Roberts,Exempt,423 Parris Island Gateway,Beaufort,SC,29906,Beaufort,(843) 525-1043,B+,09/11/2024,0,False,False,False,False
Lucinda Brown-Godbolt,Registration,25743,"Lucinda Brown-Godbolt ",Family Child Care Home,1005 Timrod Street,COLUMBIA,SC,29203,Richland,(803)-900-2709,B+,08/07/2024,6,False,False,False,False
Marsha Queen Frierson-Whack,Registration,24343,Marsha Frierson-Whack Queen,Family Child Care Home,740 Lawson Street,MANNING,SC,29102,Clarendon,(803)-435-2855,B+,09/13/2024,6,False,False,False,False
Mary B Scott,License,17428,Mary Scott B,Group Child Care Home,817 Pitty Pat Drive,FLORENCE,SC,29505,Florence,(843)-667-8270,B+,02/03/2025,12,False,False,False,False
Mary Helen Wright,License,17907,,Family Child Care Home,633 Hunter Lane,Anderson,SC,29625,Anderson,(864)-222-0857,B+,06/14/2024,6,False,False,False,False
Mingo Creek Academy,License,25369,"Mary Elizabeth Prosser, Comeletia Pyatt",Child Care Center,510 Tara Hall Road,GEORGETOWN,SC,29440,Georgetown,(843)-436-0572,B+,07/07/2023,40,False,True,False,False
"Miracle Academy Nursery Center, Inc.",License,15805,Teresa S Middleton,Child Care Center,1019 Bethel Road,Russellville,SC,29476,Berkeley,(843)-567-4644,B+,09/01/2022,109,False,True,False,False
Miss Tammy's Little Learning Center-Inman,License,23905,"Elizabeth Anne Pitts, Kelsey Brooke Roach",Child Care Center,"8 Anderson Street  ",INMAN,SC,29349,Spartanburg,(864)-472-9676,B+,06/10/2022,99,False,True,True,False
Montessori School of Camden,License,14555,Meredith Nichelle Hines,Child Care Center,Two Montessori Way,Camden,SC,29020,Kershaw,(803)-432-6828,B+,04/17/2024,240,False,False,False,False
Morris College Head Start,Approval,86,Deneshia Burgess,Child Care Center,100 W. College Street,SUMTER,SC,29150,Sumter,(803)-775-1224,B+,11/06/2023,25,True,False,False,False
Mother Goose Day Care & CDC Inc.,License,16688,Barbara Dean Houston,Child Care Center,2220 Country Club Road,SPARTANBURG,SC,29302,Spartanburg,(864)-583-9222,B+,07/29/2022,75,False,False,False,False
New Generation 2,License,25766,Donna Jeanene Stevens,Child Care Center,106 Camden Drive,PIEDMONT,SC,29673,Greenville,(649)-918-6168,B+,,55,False,False,False,False
Nia Infant and Toddler Child Development Center,License,15186,Sara Nesbit,Child Care Center,2004 & 2007 Helm Avenue,North Charleston,SC,29405,Charleston,(843)-746-9377,B+,06/26/2024,35,False,False,False,False
North Greenville Head Start,Approval,597,Sharikea Avril Reddick,Child Care Center,50 Lincoln Chapel Road,TRAVELERS REST,SC,29690,Greenville,(864)-834-5241,B+,05/25/2023,73,True,False,False,False
OCAB Denmark Head Start Center,Approval,381,Sandra Johnson,Child Care Center,80 Cedar Avenue,DENMARK,SC,29042,Bamberg,(803)-793-4689,B+,02/08/2024,60,False,False,False,False
Oconee Family Literacy Child Development Center,Approval,25108,Demeatria Latrise Hall,Child Care Center,100 Vocational Drive,SENECA,SC,29672,Oconee,(864)-718-4806,B+,10/20/2022,33,False,False,False,False
Open Arms Child Support Center,License,16503,Jaime H. Thompson,Child Care Center,236 West Main Street,Rock Hill,SC,29730,York,(803)-327-3471,B+,07/12/2022,57,False,True,False,False
Precious Little Angels,License,17358,Joye Michele Brigman,Child Care Center,567 Glenn Springs Road,Pacolet,SC,29372,Spartanburg,(864)-474-1930,B+,08/16/2022,73,False,True,False,False
Reece Mill Road Head Start Center,Approval,761,Christy Greene,Child Care Center,201 Reece Mill Road,PICKENS,SC,29671,Pickens,(864)-898-0006,B+,09/15/2022,80,True,False,False,False
Reushel Gregory,License,16666,"Reushel Gregory ",Group Child Care Home,829 Cow Head Road,HEMINGWAY,SC,29554,Williamsburg,(843)-356-2569,B+,07/09/2024,12,False,False,False,False
Riverpointe Christian Academy-North,License,24543,"Kathy Jones, Amber Smith",Child Care Center,8310 Dorchester Road,North Charleston,SC,29418,Dorchester,(843)-552-0624,B+,07/02/2024,202,False,True,True,False
Sabrenia Long,License,26099,"Sabrenia Long ",Family Child Care Home,4531 Walnut Street,LORIS,SC,29569,Horry,(910)-234-9537,B+,03/07/2025,5,False,False,False,False
Sanders Head Start Center,Approval,27,Karen Robertson,Child Care Center,125 Gleams Street Suite A,LAURENS,SC,29360,Laurens,(864)-984-4814,B+,03/31/2022,197,True,False,False,False
Shandon Weekday School,License,11261,Ellen Mcduffie,Child Care Center,607 Woodrow Street,COLUMBIA,SC,29205,Richland,(803)-799-8533,B+,04/23/2024,413,False,False,False,False
Sheila Shaw,License,25793,"Sheila Shaw ",Family Child Care Home,127 Lionsgate Drive,COLUMBIA,SC,29223,Richland,(803)-497-5061,B+,01/31/2024,5,False,False,False,False
Small Impressions CDC,License,18310,Lavonda Ann Paul,Child Care Center,4514 Old Spartanburg Road,TAYLORS,SC,29687,Greenville,(864)-609-5099,B+,06/15/2022,139,False,True,False,False
Springfield Elementary Kaleidoscope Afterschool Program,Approval,25618,Leanna Gallagher,Child Care Center,2130 Pinehurst Avenue,CHARLESTON,SC,29414,Charleston,(843)-518-1337,B+,05/22/2022,200,False,False,False,False
Springville Head Start,Approval,593,Millie M Odom,Child Care Center,2513 Springville Road,MARION,SC,29571,Marion,(843)-423-7593,B+,10/16/2023,140,True,False,False,False
Starr Head Start,Approval,24077,Lakesha Lyquon Cowan,Child Care Center,400 Professor Brown Lane,STARR,SC,29684,Anderson,(864)-276-1566,B+,09/21/2023,20,True,False,False,False
Stateburg Head Start,Approval,780,Melinda Hudson,Child Care Center,200 North King Highway,SUMTER,SC,29154,Sumter,(803)-494-2437,B+,01/11/2024,40,True,False,False,False
Sullivans Island Elementar,Not Licensed (Exempt),,Jackie Meade,Exempt,2014 Mike Perkis Place,Sullivans Is,SC,29482,Charleston,(843) 883-5955,B+,05/30/2023,0,False,False,False,False
Sunshine House,License,17528,Alexis Jenkins,Child Care Center,2882 Emanuel Church Road,WEST COLUMBIA,SC,29170,Lexington,(803)-957-7629,B+,02/13/2024,118,False,False,False,False
Sunshine House,License,18281,Wanda Proctor,Child Care Center,10336 Wilson Boulevard,BLYTHEWOOD,SC,29016,Richland,(803)-786-1162,B+,05/11/2022,159,False,True,False,False
Sunshine House,License,15818,Simeon Amako Hammonds,Child Care Center,2225 Decker Blvd.,COLUMBIA,SC,29206,Richland,(803)-782-5450,B+,08/03/2022,192,False,True,False,False
Sunshine House,License,15822,Qunteelah Towns,Child Care Center,104 Greystone Blvd.,COLUMBIA,SC,29210,Richland,(803)-772-5516,B+,07/24/2024,157,False,True,False,False
Sunshine House,License,15833,Latoya Hayes,Child Care Center,748 Greenlawn Drive,COLUMBIA,SC,29209,Richland,(803)-783-3929,B+,07/17/2024,100,False,True,False,False
Sunshine House,License,16518,Bailey Cox,Child Care Center,626 Powdersville Road,Easley,SC,29642,Pickens,(864)-850-7737,B+,11/06/2018,161,False,False,False,False
Sunshine House # 60,License,17096,Sherri Lynn McPherson,Child Care Center,4008 Salt Pointe Parkway,NORTH CHARLESTON,SC,29405,Charleston,(843)-554-4030,B+,06/10/2024,180,False,True,False,False
Sunshine House #42,License,16669,Frances Bartlett,Child Care Center,710 Travelers Boulevard,SUMMERVILLE,SC,29485,Dorchester,(843)-871-0822,B+,06/20/2024,208,False,False,False,False
Sunshine House (S. Danzler Road),License,18360,Alicia Sherell Poole,Child Care Center,804-A South Danzler Road,DUNCAN,SC,29334,Spartanburg,(864)-949-6556,B+,08/10/2022,136,False,False,False,False
Sunshine House '05,License,13437,Nyasia Cerese Goodson,Child Care Center,175 Fabian Drive,AIKEN,SC,29803,Aiken,(803)-649-7393,B+,03/05/2024,142,False,True,False,False
Sunshine House '10,License,14974,Anita Carter,Child Care Center,3030 Reidville Road,SPARTANBURG,SC,29301,Spartanburg,(864)-574-1013,B+,08/10/2022,134,False,True,False,False
Sunshine House '58,License,17053,Kimberly K Heath,Child Care Center,10327 Atomic Road,NORTH AUGUSTA,SC,29841,Aiken,(803)-279-6864,B+,04/04/2024,186,False,False,False,False
