Certificate Number,Account Name,Type,Status,Certificate Effective Date,Certificate Expiration Date,Physical County,Physical Street,Physical City,Physical State/Province,Physical Zip/Postal Code,Phone,Capacity-Infants,Capacity-One-Year-Olds,School Aged,Capacity-Total Licensed,License Tier,Approved To,
CDC-18889,Alphabest @  Copper Creek Elementary,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,11620 North Copper Spring Trail,Oro Valley,AZ,85737,5206966800,0,0,Licensed,85,60+ licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-18884,Alphabest @ Donaldson Elementary,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,2040 West Omar Drive,Tucson,AZ,85704,5206966196,0,0,Licensed,35,11-59 licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-18891,Alphabest @ Harelson Elementary,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,826 West Chapala Drive,Tucson,AZ,85704,5206966020,0,0,Licensed,46,11-59 licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-18886,Alphabest @ Holaway Elementary,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,3500 North Cherry Avenue,Tucson,AZ,85719,5206966891,0,0,Licensed,42,11-59 licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-18892,Alphabest @ Innovation Academy,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,825 West Desert Fairways Drive,Oro Valley,AZ,85755,5202694610,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-18887,Alphabest @ Mesa Verde Elementary,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,1661 West Sage Street,Tucson,AZ,85704,5206966090,0,0,Licensed,33,11-59 licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-18885,Alphabest @ Painted Sky Elementary,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,12620 North Woodburne Avenue,Oro Valley,AZ,85755,5206963800,0,0,Licensed,37,11-59 licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-18890,Alphabest @ Walker Elementary,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,1750 West Roller Coaster Road,Tucson,AZ,85704,5206966573,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18888,Alphabest @ Wilson K-8 School,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,2330 West Glover Road,Tucson,AZ,85742,5206965838,0,0,Licensed,138,60+ licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-18417,Alpine Academy Preschool,Child Care Center,Active,10/1/2021,9/30/2024,COCONINO,5200 East Cortland Blvd Ste A-22,Flagstaff,AZ,86004,9285263200,0,0,Licensed,45,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020244CDCNK43781804,Alta Vista School Head Start,Child Care Center,Active,6/25/2024,6/24/2025,Maricopa,8710 North 31st Avenue,Phoenix,AZ,85051,602-347-2059,0,0,,54,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
0020079CGHWY56349668,"AMAURI MONTESSORI SCHOOL, LLC",Child Care Group Home,Active,12/5/2023,12/4/2024,Maricopa,1112 North 3rd Street,Phoenix,AZ,85004,6024418814,0,0,,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
0020108CGHJD84727266,Amber's Bizzy Beez Daycare/ Amberlie Forrester,Child Care Group Home,Active,4/17/2024,4/16/2025,Maricopa,14833 West Dahlia Drive,Surprise,AZ,85379,2097473971,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-15442,America's Child Care,Child Care Group Home,Active,10/1/2023,9/30/2024,PIMA,3556 E Nebraska St,Tucson,AZ,85706,5207418306,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care,
CDC-0852,"American Child Care, #52",Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,5933 West Mcdowell Road,Phoenix,AZ,85035,6232472684,0,13,Licensed,95,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-0500,American Child Care #48,Child Care Center,Active,7/31/2022,7/31/2025,MARICOPA,4715 West Thomas Road,Phoenix,AZ,85031,602-269-5045,35,12,Licensed,129,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-0715,American Child Care #50,Child Care Center,Active,7/31/2022,7/31/2025,MARICOPA,8515 North 51st Avenue,Glendale,AZ,85302,6029306594,11,10,Licensed,118,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-1907,American Lutheran School,Child Care Center,Active,9/1/2021,8/31/2024,YAVAPAI,1085 Scott Drive,Prescott,AZ,86301,9287787049,0,0,,59,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-18613,Amici Trilingual Montessori,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,1244 East Chandler Boulevard,Phoenix,AZ,85048,4803363364,8,32,Licensed,140,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-5307,Amigo Preschools #2,Child Care Center,Active,9/1/2021,8/31/2024,MARICOPA,4035 North 71st Avenue,Phoenix,AZ,85033,6238481295,5,10,Licensed,140,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-19115,Amore Preschool,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,9575 East Larkspur Drive,Scottsdale,AZ,85260,4809301147,26,24,,87,60+ licensed capacity,Full-Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
0020028CDCWP20621024,Ana Banana's Daycare Center,Child Care Center,Active,8/26/2023,8/25/2024,Cochise,114 S Arizona Ave,Willcox,AZ,85643,5205071751,0,0,Licensed,32,11-59 licensed capacity,Full-Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-16160,Andrea's Childcare,Child Care Group Home,Active,5/1/2024,4/30/2025,PIMA,1940 East Pine St,Tucson,AZ,85706,5204487020,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-18750,A New Leaf's Phoenix Day,Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,115 East Tonto Street,Phoenix,AZ,85004,6022524911,15,0,Licensed,172,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-17569,Angeles Childcare LLC,Child Care Group Home,Active,4/30/2022,4/30/2025,PIMA,3680 West Tetakusim Road,Tucson,AZ,85746,5209083132,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020021CGHCA97633995,Angeles Traviesos Group Home,Child Care Group Home,Active,12/1/2023,11/30/2024,Pima,6010 S Southland Blvd,Tucson,AZ,85706,5206476211,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Evening/Nighttime Care,
0020102CGHVX90166381,Angelita’s Little Angel’s Childcare Group Home,Child Care Group Home,Active,3/26/2024,3/25/2025,Pima,2336 East Calle Pelicano,Tucson,AZ,85706,520-808-4045,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care; Evening/Nighttime Care,
CDC-18220,Angels & Rascals Day Care L.L.C.,Child Care Center,Active,10/1/2021,9/30/2024,GILA,101 West Roundup Road,Payson,AZ,85541,9283631475,0,8,Licensed,53,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-18299,Angie's Child Care,Child Care Group Home,Active,7/1/2024,6/30/2025,MARICOPA,9222 West Elwood,Tolleson,AZ,85353,6234516144,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care,
0020097CGHZL37986784,Anna Bower,Child Care Group Home,Active,3/1/2024,2/28/2025,Pinal,1590 West Paisley Drive,San Tan Valley,AZ,85142,4803186454,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-15661,Anthem Community Center,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,41130 North Freedom Way,Anthem,AZ,85086,6238793011,0,0,Licensed,225,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-4974,Apache Junction Head Start,Child Care Center,Active,6/1/2024,5/31/2025,PINAL,900 North Plaza Drive,Apache Junction,AZ,85120,4809824516,0,13,,48,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
0020025CDCLM62274028,Arcadia Montessori 52nd Street Campus,Child Care Center,Active,8/25/2023,8/24/2024,Maricopa,1848 N 52nd St,Phoenix,AZ,85008,602-368-4611,11,20,Licensed,104,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-7039,Arcadia Montessori School,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,5115 East Virginia Avenue,Phoenix,AZ,85008,6028402342,0,86,Licensed,171,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-18918,Arcadian Day School,Child Care Group Home,Active,8/1/2024,7/31/2025,MARICOPA,3717 North 32nd Street,Phoenix,AZ,85018,6026881748,0,0,,10,1-10 licensed capacity,Full-Day Care; Part Day Care,
0020178CDCCC89855857,Arc Estates LLC dba Divine children preschool & Daycare #2,Child Care Center,Active,9/22/2023,9/21/2024,Maricopa,4802 North 59th Avenue,Phoenix,AZ,85033,623-440-1775,0,0,Licensed,57,11-59 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-17754,Arcoiris Child Care Preschool,Child Care Group Home,Active,10/1/2023,9/30/2024,YUMA,1944 East San Francisco Street,San Luis,AZ,85349,9286270494,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Infant Care; One-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-19171,Arcoiris Early Learning Center,Child Care Group Home,Active,11/15/2021,10/31/2024,YUMA,833 South 2nd Avenue,Yuma,AZ,85364,9282853534,0,0,,10,1-10 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-16179,Arivaca Action Center,Child Care Center,Active,11/1/2021,10/31/2024,PIMA,15925 West Universal Ranch Road,Arivaca,AZ,85601,5203982190,3,4,,29,11-59 licensed capacity,Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-14186,Arizona Charter Academy,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,16011 North Dysart Road,Surprise,AZ,85374,6239744959,0,0,Licensed,125,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-9228,Arizona Cultural Academy & College Prep. Montessori,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,7810 South 42nd Place,Phoenix,AZ,85042,6024541222,0,30,Licensed,80,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17054,Arizona Desert Head Start,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,8803 West Van Buren Street,Tolleson,AZ,85353,602-320-9478,0,8,,8,5-10 licensed capacity,Full-Day Care; One-year-old Care; Two-year-old Care,
CDC-18040,Arizona Sunrays,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,15801 North 32nd Street,Phoenix,AZ,85032,6029925790,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020176CDCGV43061754,Ark of Learning,Child Care Center,Active,9/18/2023,9/17/2024,Maricopa,2411 West Colter Street,Phoenix,AZ,85015,6027777275,0,14,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020105CGHNF08731249,Around the clock - Anytime Childcare,Child Care Group Home,Active,4/3/2024,4/2/2025,Pinal,42172 W Noreen Rd,Maricopa,AZ,85138,6024757131,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-10010,Arrowhead Montessori,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,14801 North 83rd Avenue,Peoria,AZ,85381,623-776-2322,0,14,Licensed,99,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-1414,Ascension Lutheran Preschool,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,1220 West Magee Road,Tucson,AZ,85704,5207426229,16,49,Licensed,193,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13240,A Shining Star Preschool Inc,Child Care Center,Active,3/1/2022,2/28/2025,MARICOPA,810 East Southern Avenue,Mesa,AZ,85204,4808902331,0,43,Licensed,98,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18198,A Step Ahead Preschool & Montessori,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,4221 East Chandler Boulevard,Phoenix,AZ,85048,4807069424,11,22,,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-0958,A S U Child Development Lab,Child Care Center,Active,5/1/2024,4/30/2025,MARICOPA,851 South Forest Mall - Bldg. 17,Tempe,AZ,85287,4809657257,0,18,,59,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
SGH-17816,A Teddy Bears Learning Child Care & Preschool,Child Care Group Home,Active,1/1/2024,12/31/2024,MARICOPA,4237 West Magdalena Lane,Laveen,AZ,85339,602-761-1413,0,0,,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care,
CDC-1700,Atonement Lutheran Preschool,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,4001 West Beardsley Road,Glendale,AZ,85308,6233743019,0,12,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-11327,Auntie Anns Child Care,Child Care Group Home,Active,6/30/2022,6/30/2025,MARICOPA,2737 East Corona Avenue,Phoenix,AZ,85040,6022768453,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-10401,Avondale South Head Start,Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,525 East Harrison Drive,Avondale,AZ,85323,6238829547,0,8,,28,11-59 licensed capacity,Full-Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-8422,Awakening Seed School,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,6630 South 40th Street,Phoenix,AZ,85042,6024542606,0,16,Licensed,201,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-18734,Azul Child Care,Child Care Group Home,Active,11/1/2023,10/31/2024,PIMA,324 East Camino Rancho Seco,Sahuarita,AZ,85629,5203899039,0,0,,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-0366,Az Western College Child Development Learning Lab,Child Care Center,Active,3/1/2024,2/28/2025,YUMA,2020 S. Avenue 8E,Yuma,AZ,85365,9283447564,7,11,,74,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-14751,B.C.E.S.D.#26 - Beaver Creek Developmental Preschool & School Age Daycare,Child Care Center,Active,5/1/2024,4/30/2025,YAVAPAI,4810 East Beaver Creek Road,Rimrock,AZ,86335,9285674631,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-16784,B.C.S.D.#15 - Diamondback Elementary Preschool,Child Care Center,Active,10/1/2023,9/30/2024,MOHAVE,2550 Tesota Way,Bullhead City,AZ,86442,9287586858,0,0,,23,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-15954,B.C.S.D.#15 - Early Learning Center,Child Care Center,Active,7/1/2024,6/30/2025,MOHAVE,1820 Lakeside Drive,Bullhead City,AZ,86442,9287584909,11,20,,191,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-17365,B.C.S.D.#15 - Sunrise Elementary Preschool,Child Care Center,Active,8/1/2024,7/31/2025,MOHAVE,2645 Landon Drive,Bullhead City,AZ,86429,9287541815,0,0,,20,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-14937,B.E.S.D.#31 - Orangedale Early Learning Center,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,5048 East Oak Street,Phoenix,AZ,85008,6026296821,0,0,,145,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-15514,B.E.S.D.#33 - Buckeye Elementary School District Preschool,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,640 West Centre Avenue,Buckeye,AZ,85326,6239253923,0,0,Licensed,275,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-15919,B.U.H.S.D.#201 - Youngker High School Coop Childcare Center,Child Care Center,Active,7/1/2024,6/30/2025,MARICOPA,3000 South Apache Road,Buckeye,AZ,85326,623-269-1360,5,16,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18581,B.U.S.D.#20 - Bagdad Special Needs Preschool,Child Care Center,Active,6/30/2022,6/30/2025,YAVAPAI,200 Sultan Way,Bagdad,AZ,86321,9286334101,0,0,,25,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-17759,B.U.S.D.#9 - Bobcat Citizen Preschool,Child Care Center,Active,10/1/2023,9/30/2024,COCHISE,200 West Union Street,Benson,AZ,85602,5207206890,10,11,Licensed,204,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-14289,Babies And Tots Daycare,Child Care Group Home,Active,10/1/2023,9/30/2024,PIMA,1928 East Holladay Street,Tucson,AZ,85706,5202951694,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; School-Age Child Care; Weekend Care; Evening/Nighttime Care,
0020014CGHOX87078748,Baby Steps Childcare/ Yolanda I Nunez,Child Care Group Home,Active,10/3/2023,10/2/2024,Pima,5347 S Lemon Tree Dr,Tucson,AZ,85757,5204958625,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care; Evening/Nighttime Care,
SGH-17542,Babysteps Daycare,Child Care Group Home,Active,4/1/2022,3/31/2025,MOHAVE,679 Sea Spray Place,Bullhead City,AZ,86442,9287587388,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
SGH-18763,Back 2 Basics Early Learning Center Llc,Child Care Group Home,Active,2/1/2024,1/31/2025,MARICOPA,420 West Chandler Boulevard,Chandler,AZ,85225,4806643453,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
0020226CDCAY33244004,Backyard Bears Child Care LLC,Child Care Center,Active,4/5/2024,4/4/2025,Gila,17 South Walters Lane,Payson,AZ,85541,9289786984,0,0,,10,11-59 licensed capacity,Full-Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
